scene_id,task_dir,component,candidate,parameters,roi_mode,roi_sample_range,roi_trace_range,mae,mse,rmse,psnr,ssim,roi_energy_retention,outside_roi_residual_energy,cnr_proxy,cnr_gain_vs_baseline,selected,status,warnings
2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,Ey,svd_rank_3,"{""remove_rank"": 3}",auto_proxy,"[727, 1559]","[27, 54]",0.0005348260747268796,4.951230948790908e-06,0.0022251361641011788,21.04128774964024,0.2342087660090273,0.07394330135977246,2.656025344549562e-06,0.792961328274263,1.1151192277650466,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,Ey,svd_rank_5,"{""remove_rank"": 5}",auto_proxy,"[727, 1559]","[27, 54]",0.0005745477392338216,5.370447979657911e-06,0.002317422701981214,20.688314451261135,0.11179018606918897,0.00335914662361271,2.86390604742337e-06,0.34034837634892384,0.6625062758397073,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,Ey,svd_rank_10,"{""remove_rank"": 10}",auto_proxy,"[727, 1559]","[27, 54]",0.0005816404591314495,5.424744358606404e-06,0.0023291080607405067,20.64462682463276,0.09468399494337014,2.8083140684755626e-05,2.935142902060761e-06,0.13149205943806547,0.453649958928849,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,Ey,svd_rank_8,"{""remove_rank"": 8}",auto_proxy,"[727, 1559]","[27, 54]",0.0005820131045766175,5.422610684036044e-06,0.002328649970269479,20.646335339013255,0.09536368034523715,0.0001570102517608255,2.9325613013497787e-06,0.25164475591602364,0.5738026554068072,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_195850_659_scene_gssi1500_single_cylinder_air_sand_cdca_b3c39c,Ey,baseline,{},auto_proxy,"[727, 1559]","[27, 54]",0.26302430033683777,0.6792008876800537,0.8241364496732648,15.641040296389795,0.03193903755008793,43.704700493424156,0.7851277589797974,-0.32215789949078355,0.0,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,median_background,"{""mode"": ""global_median""}",auto_proxy,"[727, 1559]","[27, 54]",0.00015287945279851556,1.618947038650731e-07,0.00040236140951273287,62.4813342844729,0.9999536706749119,0.9980016370621959,1.2646528091408982e-07,0.24189414562263434,0.5559879269500778,True,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,mean_background,"{""mode"": ""global_mean""}",auto_proxy,"[727, 1559]","[27, 54]",0.005798328667879105,0.0001792342372937128,0.013387839157000385,32.03945098051507,0.9499244796724733,0.9270816015079271,0.00019034957222174853,0.20278169127865273,0.5168754726060962,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_1,"{""remove_rank"": 1}",auto_proxy,"[727, 1559]","[27, 54]",0.005917736794799566,0.00017902821127790958,0.013380142423678068,32.04444597633514,0.9499772530235079,0.927127119711624,0.00019015408179257065,0.19935444877449718,0.5134482301019407,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_2,"{""remove_rank"": 2}",auto_proxy,"[727, 1559]","[27, 54]",0.008914357051253319,0.0012412401847541332,0.03523123876269657,23.635102428758138,0.506912488804088,0.6216059209169005,0.0013618497177958488,0.46821775642006347,0.782311537747507,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_3,"{""remove_rank"": 3}",auto_proxy,"[727, 1559]","[27, 54]",0.010115686804056168,0.0016066875541582704,0.040083507258700184,22.514346406268047,0.25335360777059174,0.26489853480316167,0.001697559840977192,0.7304288931887818,1.0445226745162253,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_5,"{""remove_rank"": 5}",auto_proxy,"[727, 1559]","[27, 54]",0.01113453321158886,0.001732264063321054,0.04162047649079782,22.187519743372647,0.1451116997368739,0.02999684117890782,0.0017783168004825711,0.7707201345803169,1.0848139159077603,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_10,"{""remove_rank"": 10}",auto_proxy,"[727, 1559]","[27, 54]",0.01120105478912592,0.001750134862959385,0.04183461321632345,22.142945540557655,0.128607027039413,0.00027739622350968565,0.0017904575215652585,0.8431319923486219,1.1572257736760654,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,svd_rank_8,"{""remove_rank"": 8}",auto_proxy,"[727, 1559]","[27, 54]",0.011249513365328312,0.0017493163468316197,0.04182482931025086,22.144977156504318,0.1293695936641631,0.002051457655396587,0.0017900571692734957,0.9674343802602876,1.2815281615877312,False,ok,"[""roi_mode=auto_proxy""]"
2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,D:\GPR_Simulation_Results\01_单次仿真\2026-05-28_211907_973_scene_gssi1500_single_cylinder_air_sand_cdca_d41351,Ey,baseline,{},auto_proxy,"[727, 1559]","[27, 54]",0.26302430033683777,0.6792008876800537,0.8241364496732648,15.641040296389795,0.03560984387018678,1.4318098049169445,0.7851277589797974,-0.31409378132744353,0.0,False,ok,"[""roi_mode=auto_proxy""]"
